x,y,label
9.968450555455178,24.271181803360747,1.0
-28.985641780685,-25.792687783905148,1.0
-4.136176241429201,43.504001106331046,0.0
-13.348901085606931,42.264329775692865,0.0
43.61714459949026,-24.75949593903353,1.0
-3.995375877724803,44.07230130325242,0.0
36.253785611621645,-29.189765211059964,1.0
-32.73602614955265,-20.81283736976483,1.0
31.50364817628183,-36.75927983479578,1.0
-19.527837200607706,-15.789813836165752,0.0
14.041694607917245,17.800865486476404,1.0
22.34182683667929,32.11724675401894,0.0
0.3296039579390322,-23.52895405430036,0.0
27.64752340403104,25.10086234315152,0.0
-7.974236187453752,26.89583167224788,1.0
-15.563819170162155,-17.234714866535107,0.0
-8.596019099166027,-41.13289827758689,1.0
24.177179424408745,32.82136982269924,0.0
-0.2986835452500587,10.87457723319152,0.0
1.8651232990432867,-27.52043791082221,0.0
-42.67825485181561,20.72225830499739,0.0
12.732495231911887,20.78696739683273,1.0
0.19122313091267917,25.553765457188945,1.0
34.552961193597,12.832333496173005,0.0
35.00463292481583,5.79268913912529,0.0
-12.28575808782846,-20.5001196960987,0.0
-2.5162286274181676,12.567018464139913,0.0
-43.48263198075327,19.196241503820584,0.0
-29.2517731137025,-22.618555543493837,1.0
6.16634247460431,-9.858061189919127,1.0
-12.352883467991406,-17.259639022066914,0.0
-28.326083430804832,13.00892617042826,1.0
10.659462898791983,-41.611614664722644,1.0
24.235937353019494,31.23487715466886,0.0
-5.726600527830337,-6.849891247719686,1.0
-25.039981788392534,-30.969839009554516,1.0
24.915272098938303,28.849943386859977,0.0
-0.11200471230130543,10.213193172067774,0.0
30.113544433493253,-13.116166633557613,0.0
-14.288035571367285,24.26080104706906,1.0
-27.08716052024878,34.793091853999876,0.0
50.07974561839689,-0.2730712139430498,1.0
-20.617069161169983,-32.93262131118761,1.0
14.698526888775206,-23.783990815189362,0.0
12.96899300613494,-44.89174469314373,1.0
-30.200701627380855,37.241178024026446,0.0
-3.953981926775451,-23.661536770099048,0.0
18.36176972014835,13.78123713924374,1.0
-38.53108946636148,30.158596879012038,0.0
33.437822663404454,-31.07033771317369,1.0
-27.571133003716128,17.222191444484793,1.0
-37.729885852442955,-2.420120886770613,1.0
32.33438008733813,28.74372325668243,0.0
12.060192996562465,37.750461672347896,0.0
-31.18215031317995,-20.083974974201556,1.0
-30.473202004125998,6.708853933436227,1.0
30.633948522120996,-37.77282020787709,1.0
2.316666507568847,-43.50646019592372,1.0
-22.2201108819807,-31.238868945884164,1.0
0.47551361051024965,-12.640912957104213,1.0
9.672355417468241,-12.014983694146059,1.0
15.8482250837245,-5.60567775224976,1.0
17.473349889624913,10.884379128811364,1.0
48.89538428252083,-15.527023161090899,1.0
32.61211523729374,17.03140216836375,0.0
22.82091705028443,-20.38649620244575,0.0
-19.82773908191711,-11.721479108574849,0.0
45.5695103416254,-22.161650696463195,1.0
29.64915614247418,-15.724986597655663,0.0
2.353874184121107,10.120047942425256,0.0
15.524610775219939,-22.613282964473278,0.0
-0.12014065707678345,-11.228510609850453,1.0
-17.703443388065637,-1.739492878025589,0.0
-19.208656451733965,2.391016273723112,0.0
35.447120120980806,21.09918651225915,0.0
33.171901860249754,13.324267398621028,0.0
30.87084112032645,20.541607690115036,0.0
15.026626658100547,-42.45191462850446,1.0
0.32123547801277885,40.265620749868745,0.0
19.688069654567375,5.329807495083104,1.0
0.5156364355864285,-29.50558543760761,0.0
33.76864788166103,-28.93495071098556,1.0
-28.376040528031858,20.70489525935165,1.0
-14.103323448806655,-37.937823591292535,1.0
43.6440712638391,-20.311185366459984,1.0
-9.170188348207935,-42.39093718971649,1.0
-1.9565936186006379,26.21334984247352,1.0
-15.031090312266373,-36.85350385826564,1.0
-32.896585835144265,34.53905798055943,0.0
0.4120287153642568,-25.47767374548409,0.0
36.49313166088579,-24.902021913856014,1.0
-13.650712709207761,-21.749086894427602,0.0
45.01391663927325,-18.69155292993655,1.0
15.283598289205614,-6.727705374531281,1.0
-29.835014364420335,35.11243410910137,0.0
8.008795755950219,-42.53834241464595,1.0
24.9910790002127,29.69041127580734,0.0
-5.22705205061068,-43.1334527650349,1.0
-22.307934664332045,38.68934764472487,0.0
-34.58072209780566,4.79157402770375,1.0
3.1045076446197317,41.809361960433876,0.0
-17.36560636168991,41.94934287621732,0.0
-11.191232723298695,9.489827579864087,0.0
5.997978016477391,-10.97420516961605,1.0
-40.40271150119408,26.15051274679659,0.0
-34.509908992755086,-10.311542755784767,1.0
-11.802629740178194,-39.91774544952024,1.0
10.574143951112497,19.962052128320238,1.0
-44.32438494667402,10.310617282391643,0.0
30.598117704827136,-33.524462997018325,1.0
-33.56433696602487,-18.291339188524898,1.0
32.38784578634475,22.885526509572877,0.0
11.416986659761399,41.48733800884929,0.0
30.07461150467704,-12.63473648253821,0.0
-34.58573041407415,-15.916048934823774,1.0
30.442504977120475,25.86219301751066,0.0
-28.381214084783238,-26.58842165060986,1.0
20.7745813272291,-39.22638487909912,1.0
-18.53478410627077,1.6174897833037458,0.0
4.750919373254718,43.00827693457349,0.0
-7.164079351984125,-39.070418521708945,1.0
12.799768085063054,-9.423785262296446,1.0
25.747460856289855,30.865356097667497,0.0
-14.355030995156483,40.22424195450707,0.0
-42.2886042195566,21.93373972723231,0.0
-20.016386043224212,-8.88253209138038,0.0
-28.028622495539597,13.323687903544764,1.0
21.99965075807422,29.15145945254109,0.0
1.485495412413081,42.269773754332185,0.0
38.68970433633098,-28.698653416105333,1.0
33.7034427274666,2.220881135142793,0.0
-31.81023578999366,8.69713458814238,1.0
32.34391496183042,16.223605628154147,0.0
2.1559017402158975,1.51774449092806,0.0
-0.8408458943865555,41.743122789145964,0.0
22.149465487548028,2.6871339548574635,1.0
-23.310279874694153,21.368116741011796,1.0
-42.23910398870211,22.63617045164905,0.0
48.8311246531342,-2.2324178811249586,1.0
0.4714676364013036,41.95739350694686,0.0
16.54276109076733,36.16001557895345,0.0
-43.6404479172282,15.72746410269237,0.0
-47.51558321589757,8.80444736830309,0.0
-18.34491678378656,40.16989207924971,0.0
-18.54162278443389,-35.929200476976874,1.0
46.74672927830105,-10.617592976893281,1.0
9.10137671825067,24.040420808434764,1.0
48.0469800257008,-11.55454157413039,1.0
21.25788508740827,34.22497208428711,0.0
-6.509699727503481,43.114714856167396,0.0
7.860631630060363,-42.295539348733854,1.0
-8.641476336056506,45.577666036025555,0.0
-47.780523909689954,4.039269443429129,0.0
-5.112394488512086,-5.4513164913437455,1.0
15.815122255264374,-5.748177712642598,1.0
